id_cas,proba_0,proba_1,true_label,pred_label
A13,0.3162885070896151,0.6837114929103849,1,1
A15,0.5257242790574548,0.4742757209425451,1,0
A20,0.420879091839496,0.579120908160504,1,1
A33,0.38873184272362726,0.6112681572763728,1,1
A34,0.5512387860507042,0.4487612139492959,1,0
A4,0.4227373299409901,0.5772626700590098,1,1
A41,0.23455514385475326,0.7654448561452469,1,1
A42,0.34924156737390205,0.6507584326260979,1,1
A49,0.4424255817995657,0.5575744182004342,1,1
A65,0.479778888040456,0.5202211119595441,1,1
A66,0.5218441927010119,0.47815580729898793,1,0
A68,0.36532633981113427,0.6346736601888656,1,1
B21,0.47561930562075794,0.5243806943792421,0,1
B22,0.35413681306849165,0.6458631869315085,0,1
B25,0.506583380985049,0.49341661901495104,0,0
B29,0.6372177860085084,0.36278221399149146,0,0
B34,0.6205472056940786,0.3794527943059214,0,0
B42,0.33876990856486344,0.6612300914351364,0,1
B9,0.588003340512073,0.41199665948792724,0,0
C12,0.5905648031422106,0.4094351968577895,1,0
C22,0.5904331762611058,0.4095668237388942,1,0
C24,0.3374203514658286,0.6625796485341713,1,1
C28,0.5013722343892117,0.49862776561078825,1,0
D1,0.5723107072623816,0.42768929273761824,0,0
D17,0.5943780287780405,0.4056219712219596,0,0
D28,0.6340041523411124,0.3659958476588875,0,0
D36,0.4304387964395402,0.5695612035604599,0,1
D37,0.36693525366126256,0.6330647463387373,0,1
D44,0.5908309387658515,0.40916906123414853,0,0
D47,0.4844365504612947,0.5155634495387054,0,1
D55,0.6708652634289487,0.32913473657105113,0,0
D9,0.5,0.5,0,1
