id_cas,proba_0,proba_1,true_label,pred_label
A12,0.6304774998964284,0.36952250010357135,1,0
A15,0.36117974288436727,0.6388202571156327,1,1
A26,0.540874530227404,0.4591254697725961,1,0
A32,0.48702681196425984,0.5129731880357401,1,1
A38,0.47592980608849556,0.5240701939115044,1,1
A40,0.3692596940184838,0.6307403059815163,1,1
A50,0.5129263945396744,0.4870736054603257,1,0
A52,0.35837184960012164,0.6416281503998784,1,1
A69,0.429318795467762,0.5706812045322383,1,1
B1,0.7923337299705854,0.20766627002941482,0,0
B21,0.5024419413004095,0.49755805869959036,0,0
B29,0.6093179234631565,0.3906820765368436,0,0
B3,0.7879954428827979,0.21200455711720204,0,0
B35,0.40854487573152576,0.5914551242684742,0,1
B6,0.5888052795880092,0.41119472041199073,0,0
B8,0.26085409419476485,0.7391459058052352,0,1
C1,0.6422136452672477,0.3577863547327524,1,0
C11,0.2959041943121487,0.7040958056878512,1,1
C2,0.6116430025511916,0.3883569974488084,1,0
C23,0.5099762679161025,0.49002373208389755,1,0
C27,0.5717867691798617,0.4282132308201382,1,0
C30,0.43492538826069915,0.565074611739301,1,1
C9,0.35072695869458065,0.6492730413054193,1,1
D1,0.5583549535578287,0.4416450464421715,0,0
D10,0.5274448492400813,0.47255515075991855,0,0
D21,0.41953176365332934,0.5804682363466707,0,1
D30,0.8525812528993078,0.14741874710069233,0,0
D41,0.7418353275687262,0.258164672431274,0,0
D49,0.30639639122869544,0.6936036087713049,0,1
D54,0.5349381103473837,0.4650618896526162,0,0
D57,0.6825201651187807,0.3174798348812192,0,0
D59,0.774922223943921,0.225077776056079,0,0
