id_cas,proba_0,proba_1,true_label,pred_label
A19,0.507432275898715,0.49256772410128524,1,0
A24,0.5068057360795597,0.49319426392044025,1,0
A40,0.5068314601018271,0.4931685398981728,1,0
A43,0.5067588716880974,0.49324112831190253,1,0
A47,0.5073630486488492,0.4926369513511507,1,0
A6,0.5068333860285565,0.4931666139714433,1,0
A69,0.5063101852488201,0.49368981475118,1,0
B2,0.5069942428330573,0.4930057571669426,0,0
B21,0.506721558683765,0.4932784413162349,0,0
B24,0.5071054083510508,0.49289459164894933,0,0
B27,0.5071609923022431,0.49283900769775685,0,0
B28,0.5067095219161785,0.49329047808382154,0,0
B36,0.5068842638748379,0.49311573612516213,0,0
C11,0.5067951634596036,0.4932048365403964,1,0
C13,0.506632554905207,0.49336744509479313,1,0
C16,0.5066594387755086,0.49334056122449155,1,0
C19,0.5068284542798357,0.49317154572016436,1,0
C22,0.5066248923707299,0.49337510762927006,1,0
C27,0.5065317672288682,0.4934682327711318,1,0
C29,0.5069160547529878,0.49308394524701227,1,0
C6,0.5060679564463226,0.49393204355367737,1,0
C8,0.5070957895448118,0.4929042104551882,1,0
D19,0.5061916889880381,0.4938083110119618,0,0
D24,0.5064768190396857,0.49352318096031444,0,0
D30,0.5057975206637242,0.49420247933627587,0,0
D35,0.5069864558341803,0.49301354416581955,0,0
D4,0.5061076023616373,0.4938923976383626,0,0
D40,0.5063244463377881,0.49367555366221205,0,0
D43,0.5062612775999059,0.493738722400094,0,0
D5,0.5071374936723236,0.49286250632767636,0,0
D50,0.5065567287413513,0.49344327125864873,0,0
D8,0.5071894291312377,0.49281057086876234,0,0
