id_cas,batch,probability_0,probability_1
A10,1,0.1334995451036778,0.8665004548963222
A10,2,0.21148740111794895,0.788512598882051
A10,3,0.17460638429672326,0.8253936157032767
A11,1,0.3868427400510267,0.6131572599489733
A11,2,0.1841671589895328,0.8158328410104672
A11,3,0.4766935904568846,0.5233064095431154
A12,1,0.3002182296699548,0.6997817703300453
A12,2,0.2608869454077171,0.739113054592283
A12,3,0.224139460565986,0.775860539434014
A12,4,0.2065171126882814,0.7934828873117187
A13,1,0.2079284464990695,0.7920715535009306
A13,2,0.12369891953713948,0.8763010804628606
A13,3,0.22979998716361397,0.7702000128363861
A13,4,0.16830347065947265,0.8316965293405275
A13,5,0.1956945718058006,0.8043054281941994
A13,6,0.21621036062937168,0.7837896393706284
A14,1,0.4203965409113961,0.5796034590886038
A15,1,0.521371926765438,0.478628073234562
A15,2,0.19278827129422582,0.8072117287057742
A15,3,0.16735937921851154,0.8326406207814885
A15,4,0.2188125239687227,0.7811874760312773
A16,1,0.22280051981299598,0.7771994801870042
A17,1,0.1664096417880112,0.8335903582119887
A17,2,0.48607549140803985,0.5139245085919601
A17,3,0.18302938411565728,0.8169706158843426
A18,1,0.2253336436252357,0.7746663563747643
A18,2,0.363568836196269,0.636431163803731
A18,3,0.23952798906015238,0.7604720109398477
A18,4,0.18781601480187013,0.8121839851981301
A19,1,0.13168848949852718,0.8683115105014726
A19,2,0.16717270779059898,0.832827292209401
A1,1,0.35609878787681276,0.6439012121231872
A20,1,0.20456548928962803,0.7954345107103716
A20,2,0.25136856563528326,0.7486314343647167
A20,3,0.33501828336891065,0.6649817166310895
A20,4,0.24387620506004212,0.7561237949399577
A21,1,0.2108080646240209,0.7891919353759792
A21,2,0.12666287075716512,0.8733371292428349
A22,1,0.1481264056428535,0.8518735943571467
A22,2,0.1456676408999955,0.8543323591000047
A23,1,0.22758632077615748,0.7724136792238424
A23,2,0.25958780460280284,0.7404121953971972
A23,3,0.1838524643287765,0.8161475356712234
A24,1,0.11122855017557201,0.888771449824428
A24,2,0.22447752087461714,0.775522479125383
A25,1,0.484163070063742,0.5158369299362581
A25,2,0.21159701824434116,0.7884029817556589
A25,3,0.17847715374908538,0.8215228462509144
A25,4,0.6109424643752586,0.3890575356247414
A26,1,0.11632941298478823,0.8836705870152117
A27,1,0.18803943193551045,0.8119605680644897
A27,2,0.2167922820501509,0.7832077179498491
A28,1,0.09963561069498755,0.9003643893050125
A28,2,0.4006161837689815,0.5993838162310184
A28,3,0.2000776150005542,0.7999223849994458
A28,4,0.14296588003731822,0.8570341199626819
A28,5,0.11332313806127749,0.8866768619387225
A29,1,0.43675191496689053,0.5632480850331095
A2,1,0.33063944674305357,0.6693605532569464
A2,2,0.23753263771489055,0.7624673622851094
A30,1,0.12036933289666082,0.8796306671033391
A30,2,0.08489476245010887,0.915105237549891
A31,1,0.2291766779314959,0.7708233220685041
A31,2,0.1723828506401458,0.8276171493598542
A32,1,0.1980034333227785,0.8019965666772216
A32,2,0.20870246424281513,0.7912975357571849
A33,1,0.5428427509980558,0.45715724900194415
A33,2,0.22184256224803434,0.7781574377519656
A34,1,0.16150769915107488,0.838492300848925
A34,2,0.13775129343060727,0.8622487065693928
A35,1,0.1814152201322262,0.8185847798677738
A35,2,0.1855660324744046,0.8144339675255953
A36,1,0.3115738414514711,0.6884261585485288
A36,2,0.1598506230697626,0.8401493769302374
A36,3,0.21973277647651837,0.7802672235234815
A36,4,0.22898932840329628,0.7710106715967037
A37,1,0.31197168469485187,0.6880283153051482
A37,2,0.3316662771678422,0.6683337228321578
A37,3,0.19237658574546423,0.8076234142545359
A38,1,0.25057579634390914,0.749424203656091
A38,2,0.21143871333523276,0.7885612866647673
A38,3,0.1459912114870644,0.8540087885129354
A38,4,0.23605145013187925,0.7639485498681208
A39,1,0.20088218499556018,0.7991178150044398
A39,2,0.20268608204069224,0.7973139179593076
A39,3,0.5528646686891525,0.44713533131084743
A39,4,0.311539178724907,0.688460821275093
A39,5,0.21340605674825652,0.7865939432517435
A3,1,0.1521217893100913,0.8478782106899087
A40,1,0.21375518745070216,0.7862448125492978
A40,2,0.23059679002856273,0.7694032099714374
A41,1,0.14415773617452204,0.8558422638254781
A41,2,0.1252483621358819,0.874751637864118
A41,3,0.14782049876474881,0.8521795012352511
A42,1,0.3833764666786659,0.6166235333213342
A43,1,0.1925661134631747,0.8074338865368254
A43,2,0.4176351822655262,0.5823648177344738
A44,1,0.17878335687489785,0.8212166431251022
A44,2,0.424273732364153,0.575726267635847
A45,1,0.16651591248669687,0.8334840875133029
A45,2,0.17035589191970577,0.8296441080802943
A45,3,0.29551176461383283,0.7044882353861672
A45,4,0.12315945671217246,0.8768405432878275
A45,5,0.37314913657348436,0.6268508634265157
A45,6,0.24176000779600046,0.7582399922039997
A46,1,0.099359068290075,0.9006409317099248
A46,2,0.13646379899608987,0.8635362010039102
A46,3,0.17834355709910996,0.82165644290089
A47,1,0.23405709483141338,0.7659429051685867
A48,1,0.3131612232611343,0.6868387767388658
A48,2,0.20854992141339995,0.7914500785866
A48,3,0.17488257234122212,0.8251174276587778
A49,1,0.19587665738217158,0.8041233426178284
A49,2,0.32002411625547117,0.6799758837445288
A49,3,0.20646379954696314,0.7935362004530369
A4,1,0.4071415166836044,0.5928584833163956
A4,2,0.1182942226981674,0.8817057773018326
A50,1,0.24630427839407174,0.7536957216059281
A50,2,0.2173869729526931,0.7826130270473068
A50,3,0.14190436281112742,0.8580956371888726
A51,1,0.19730020873033,0.8026997912696702
A51,2,0.07860831167507232,0.9213916883249275
A52,1,0.09549918836076696,0.904500811639233
A52,2,0.20546852368278273,0.7945314763172172
A52,3,0.14862184606012652,0.8513781539398735
A53,1,0.11743963438973762,0.8825603656102623
A53,2,0.6997807677748203,0.30021923222517977
A53,3,0.5195829022438343,0.48041709775616576
A54,1,0.13085062336800768,0.8691493766319921
A54,2,0.2818826030133851,0.718117396986615
A54,3,0.20285883554201076,0.7971411644579892
A55,1,0.1723086679789345,0.8276913320210656
A55,2,0.1708285835535509,0.8291714164464491
A56,1,0.16234799309250658,0.8376520069074934
A56,2,0.19999735359542156,0.8000026464045782
A56,3,0.21790010723229236,0.7820998927677075
A57,1,0.2717667520495775,0.7282332479504224
A57,2,0.26830163816594355,0.7316983618340565
A58,1,0.2131802700352743,0.7868197299647257
A58,2,0.21445213549037487,0.7855478645096252
A58,3,0.15117501650105758,0.8488249834989423
A59,1,0.10049730345032834,0.8995026965496717
A59,2,0.111750203747842,0.8882497962521579
A59,3,0.20125560402242815,0.7987443959775719
A59,4,0.19399127742187414,0.8060087225781258
A5,1,0.1846768110098675,0.8153231889901325
A5,2,0.4465106368563181,0.5534893631436819
A5,3,0.19690843772790526,0.8030915622720947
A60,1,0.12467133566522733,0.8753286643347726
A60,2,0.13925110537422342,0.8607488946257764
A61,1,0.5374007649916873,0.4625992350083126
A61,2,0.17946189900638687,0.820538100993613
A61,3,0.1791206144528096,0.8208793855471906
A62,1,0.17514214508365075,0.8248578549163493
A62,2,0.1208934494431658,0.8791065505568342
A63,1,0.1309322492973282,0.8690677507026717
A63,2,0.25603474522652764,0.7439652547734724
A64,1,0.29827324301383196,0.7017267569861682
A64,2,0.16611993421632817,0.8338800657836718
A64,3,0.1393672888418618,0.860632711158138
A65,1,0.46859257189944964,0.5314074281005504
A65,2,0.23628122705864082,0.7637187729413591
A65,3,0.17754663702047982,0.8224533629795202
A65,4,0.24008231671291344,0.7599176832870864
A66,1,0.20374957656249518,0.7962504234375046
A66,2,0.1580943562284366,0.8419056437715633
A66,3,0.18921173926450885,0.8107882607354913
A67,1,0.23711878638441192,0.762881213615588
A67,2,0.2459103739079772,0.7540896260920229
A67,3,0.2846269043150142,0.7153730956849859
A68,1,0.0717088512614434,0.9282911487385564
A68,2,0.37730219752038563,0.6226978024796144
A68,3,0.18875791120095428,0.8112420887990456
A68,4,0.44792846215551946,0.5520715378444805
A68,5,0.54753091969533,0.45246908030467003
A68,6,0.11297518936747838,0.8870248106325218
A69,1,0.16138497238892405,0.838615027611076
A6,1,0.10690759584359377,0.8930924041564061
A6,2,0.29740514060448187,0.7025948593955181
A6,3,0.24474290327724638,0.7552570967227535
A70,1,0.37327130503172995,0.6267286949682702
A70,2,0.11222149029036695,0.8877785097096329
A70,3,0.26170684627913965,0.7382931537208606
A70,4,0.20969436830948343,0.7903056316905167
